date_key,full_date,year,quarter,month,month_name,week_of_year,day_of_month,day_of_week,day_name,is_weekend,is_month_end,is_quarter_end,is_year_end
2023-09-20,2023-09-20,2023,3,9,September,38,20,3,Wednesday,False,False,False,False
2023-09-21,2023-09-21,2023,3,9,September,38,21,4,Thursday,False,False,False,False
2023-09-22,2023-09-22,2023,3,9,September,38,22,5,Friday,False,False,False,False
2023-09-23,2023-09-23,2023,3,9,September,38,23,6,Saturday,True,False,False,False
2023-09-24,2023-09-24,2023,3,9,September,38,24,7,Sunday,True,False,False,False
2023-09-25,2023-09-25,2023,3,9,September,39,25,1,Monday,False,False,False,False
2023-09-26,2023-09-26,2023,3,9,September,39,26,2,Tuesday,False,False,False,False
2023-09-27,2023-09-27,2023,3,9,September,39,27,3,Wednesday,False,False,False,False
2023-09-28,2023-09-28,2023,3,9,September,39,28,4,Thursday,False,False,False,False
2023-09-29,2023-09-29,2023,3,9,September,39,29,5,Friday,False,False,False,False
2023-09-30,2023-09-30,2023,3,9,September,39,30,6,Saturday,True,True,True,False
2023-10-01,2023-10-01,2023,4,10,October,39,1,7,Sunday,True,False,False,False
2023-10-02,2023-10-02,2023,4,10,October,40,2,1,Monday,False,False,False,False
2023-10-03,2023-10-03,2023,4,10,October,40,3,2,Tuesday,False,False,False,False
2023-10-04,2023-10-04,2023,4,10,October,40,4,3,Wednesday,False,False,False,False
2023-10-05,2023-10-05,2023,4,10,October,40,5,4,Thursday,False,False,False,False
2023-10-06,2023-10-06,2023,4,10,October,40,6,5,Friday,False,False,False,False
2023-10-07,2023-10-07,2023,4,10,October,40,7,6,Saturday,True,False,False,False
2023-10-08,2023-10-08,2023,4,10,October,40,8,7,Sunday,True,False,False,False
2023-10-09,2023-10-09,2023,4,10,October,41,9,1,Monday,False,False,False,False
2023-10-10,2023-10-10,2023,4,10,October,41,10,2,Tuesday,False,False,False,False
2023-10-11,2023-10-11,2023,4,10,October,41,11,3,Wednesday,False,False,False,False
2023-10-12,2023-10-12,2023,4,10,October,41,12,4,Thursday,False,False,False,False
2023-10-13,2023-10-13,2023,4,10,October,41,13,5,Friday,False,False,False,False
2023-10-14,2023-10-14,2023,4,10,October,41,14,6,Saturday,True,False,False,False
2023-10-15,2023-10-15,2023,4,10,October,41,15,7,Sunday,True,False,False,False
2023-10-16,2023-10-16,2023,4,10,October,42,16,1,Monday,False,False,False,False
2023-10-17,2023-10-17,2023,4,10,October,42,17,2,Tuesday,False,False,False,False
2023-10-18,2023-10-18,2023,4,10,October,42,18,3,Wednesday,False,False,False,False
2023-10-19,2023-10-19,2023,4,10,October,42,19,4,Thursday,False,False,False,False
2023-10-20,2023-10-20,2023,4,10,October,42,20,5,Friday,False,False,False,False
2023-10-21,2023-10-21,2023,4,10,October,42,21,6,Saturday,True,False,False,False
2023-10-22,2023-10-22,2023,4,10,October,42,22,7,Sunday,True,False,False,False
2023-10-23,2023-10-23,2023,4,10,October,43,23,1,Monday,False,False,False,False
2023-10-24,2023-10-24,2023,4,10,October,43,24,2,Tuesday,False,False,False,False
2023-10-25,2023-10-25,2023,4,10,October,43,25,3,Wednesday,False,False,False,False
2023-10-26,2023-10-26,2023,4,10,October,43,26,4,Thursday,False,False,False,False
2023-10-27,2023-10-27,2023,4,10,October,43,27,5,Friday,False,False,False,False
2023-10-28,2023-10-28,2023,4,10,October,43,28,6,Saturday,True,False,False,False
2023-10-29,2023-10-29,2023,4,10,October,43,29,7,Sunday,True,False,False,False
2023-10-30,2023-10-30,2023,4,10,October,44,30,1,Monday,False,False,False,False
2023-10-31,2023-10-31,2023,4,10,October,44,31,2,Tuesday,False,True,False,False
2023-11-01,2023-11-01,2023,4,11,November,44,1,3,Wednesday,False,False,False,False
2023-11-02,2023-11-02,2023,4,11,November,44,2,4,Thursday,False,False,False,False
2023-11-03,2023-11-03,2023,4,11,November,44,3,5,Friday,False,False,False,False
2023-11-04,2023-11-04,2023,4,11,November,44,4,6,Saturday,True,False,False,False
2023-11-05,2023-11-05,2023,4,11,November,44,5,7,Sunday,True,False,False,False
2023-11-06,2023-11-06,2023,4,11,November,45,6,1,Monday,False,False,False,False
2023-11-07,2023-11-07,2023,4,11,November,45,7,2,Tuesday,False,False,False,False
2023-11-08,2023-11-08,2023,4,11,November,45,8,3,Wednesday,False,False,False,False
2023-11-09,2023-11-09,2023,4,11,November,45,9,4,Thursday,False,False,False,False
2023-11-10,2023-11-10,2023,4,11,November,45,10,5,Friday,False,False,False,False
2023-11-11,2023-11-11,2023,4,11,November,45,11,6,Saturday,True,False,False,False
2023-11-12,2023-11-12,2023,4,11,November,45,12,7,Sunday,True,False,False,False
2023-11-13,2023-11-13,2023,4,11,November,46,13,1,Monday,False,False,False,False
2023-11-14,2023-11-14,2023,4,11,November,46,14,2,Tuesday,False,False,False,False
2023-11-15,2023-11-15,2023,4,11,November,46,15,3,Wednesday,False,False,False,False
2023-11-16,2023-11-16,2023,4,11,November,46,16,4,Thursday,False,False,False,False
2023-11-17,2023-11-17,2023,4,11,November,46,17,5,Friday,False,False,False,False
2023-11-18,2023-11-18,2023,4,11,November,46,18,6,Saturday,True,False,False,False
2023-11-19,2023-11-19,2023,4,11,November,46,19,7,Sunday,True,False,False,False
2023-11-20,2023-11-20,2023,4,11,November,47,20,1,Monday,False,False,False,False
2023-11-21,2023-11-21,2023,4,11,November,47,21,2,Tuesday,False,False,False,False
2023-11-22,2023-11-22,2023,4,11,November,47,22,3,Wednesday,False,False,False,False
2023-11-23,2023-11-23,2023,4,11,November,47,23,4,Thursday,False,False,False,False
2023-11-24,2023-11-24,2023,4,11,November,47,24,5,Friday,False,False,False,False
2023-11-25,2023-11-25,2023,4,11,November,47,25,6,Saturday,True,False,False,False
2023-11-26,2023-11-26,2023,4,11,November,47,26,7,Sunday,True,False,False,False
2023-11-27,2023-11-27,2023,4,11,November,48,27,1,Monday,False,False,False,False
2023-11-28,2023-11-28,2023,4,11,November,48,28,2,Tuesday,False,False,False,False
2023-11-29,2023-11-29,2023,4,11,November,48,29,3,Wednesday,False,False,False,False
2023-11-30,2023-11-30,2023,4,11,November,48,30,4,Thursday,False,True,False,False
2023-12-01,2023-12-01,2023,4,12,December,48,1,5,Friday,False,False,False,False
2023-12-02,2023-12-02,2023,4,12,December,48,2,6,Saturday,True,False,False,False
2023-12-03,2023-12-03,2023,4,12,December,48,3,7,Sunday,True,False,False,False
2023-12-04,2023-12-04,2023,4,12,December,49,4,1,Monday,False,False,False,False
2023-12-05,2023-12-05,2023,4,12,December,49,5,2,Tuesday,False,False,False,False
2023-12-06,2023-12-06,2023,4,12,December,49,6,3,Wednesday,False,False,False,False
2023-12-07,2023-12-07,2023,4,12,December,49,7,4,Thursday,False,False,False,False
2023-12-08,2023-12-08,2023,4,12,December,49,8,5,Friday,False,False,False,False
2023-12-09,2023-12-09,2023,4,12,December,49,9,6,Saturday,True,False,False,False
2023-12-10,2023-12-10,2023,4,12,December,49,10,7,Sunday,True,False,False,False
2023-12-11,2023-12-11,2023,4,12,December,50,11,1,Monday,False,False,False,False
2023-12-12,2023-12-12,2023,4,12,December,50,12,2,Tuesday,False,False,False,False
2023-12-13,2023-12-13,2023,4,12,December,50,13,3,Wednesday,False,False,False,False
2023-12-14,2023-12-14,2023,4,12,December,50,14,4,Thursday,False,False,False,False
2023-12-15,2023-12-15,2023,4,12,December,50,15,5,Friday,False,False,False,False
2023-12-16,2023-12-16,2023,4,12,December,50,16,6,Saturday,True,False,False,False
2023-12-17,2023-12-17,2023,4,12,December,50,17,7,Sunday,True,False,False,False
2023-12-18,2023-12-18,2023,4,12,December,51,18,1,Monday,False,False,False,False
2023-12-19,2023-12-19,2023,4,12,December,51,19,2,Tuesday,False,False,False,False
2023-12-20,2023-12-20,2023,4,12,December,51,20,3,Wednesday,False,False,False,False
2023-12-21,2023-12-21,2023,4,12,December,51,21,4,Thursday,False,False,False,False
2023-12-22,2023-12-22,2023,4,12,December,51,22,5,Friday,False,False,False,False
2023-12-23,2023-12-23,2023,4,12,December,51,23,6,Saturday,True,False,False,False
2023-12-24,2023-12-24,2023,4,12,December,51,24,7,Sunday,True,False,False,False
2023-12-25,2023-12-25,2023,4,12,December,52,25,1,Monday,False,False,False,False
2023-12-26,2023-12-26,2023,4,12,December,52,26,2,Tuesday,False,False,False,False
2023-12-27,2023-12-27,2023,4,12,December,52,27,3,Wednesday,False,False,False,False
2023-12-28,2023-12-28,2023,4,12,December,52,28,4,Thursday,False,False,False,False
2023-12-29,2023-12-29,2023,4,12,December,52,29,5,Friday,False,False,False,False
2023-12-30,2023-12-30,2023,4,12,December,52,30,6,Saturday,True,False,False,False
2023-12-31,2023-12-31,2023,4,12,December,52,31,7,Sunday,True,True,True,True
2024-01-01,2024-01-01,2024,1,1,January,1,1,1,Monday,False,False,False,False
2024-01-02,2024-01-02,2024,1,1,January,1,2,2,Tuesday,False,False,False,False
2024-01-03,2024-01-03,2024,1,1,January,1,3,3,Wednesday,False,False,False,False
2024-01-04,2024-01-04,2024,1,1,January,1,4,4,Thursday,False,False,False,False
2024-01-05,2024-01-05,2024,1,1,January,1,5,5,Friday,False,False,False,False
2024-01-06,2024-01-06,2024,1,1,January,1,6,6,Saturday,True,False,False,False
2024-01-07,2024-01-07,2024,1,1,January,1,7,7,Sunday,True,False,False,False
2024-01-08,2024-01-08,2024,1,1,January,2,8,1,Monday,False,False,False,False
2024-01-09,2024-01-09,2024,1,1,January,2,9,2,Tuesday,False,False,False,False
2024-01-10,2024-01-10,2024,1,1,January,2,10,3,Wednesday,False,False,False,False
2024-01-11,2024-01-11,2024,1,1,January,2,11,4,Thursday,False,False,False,False
2024-01-12,2024-01-12,2024,1,1,January,2,12,5,Friday,False,False,False,False
2024-01-13,2024-01-13,2024,1,1,January,2,13,6,Saturday,True,False,False,False
2024-01-14,2024-01-14,2024,1,1,January,2,14,7,Sunday,True,False,False,False
2024-01-15,2024-01-15,2024,1,1,January,3,15,1,Monday,False,False,False,False
2024-01-16,2024-01-16,2024,1,1,January,3,16,2,Tuesday,False,False,False,False
2024-01-17,2024-01-17,2024,1,1,January,3,17,3,Wednesday,False,False,False,False
2024-01-18,2024-01-18,2024,1,1,January,3,18,4,Thursday,False,False,False,False
2024-01-19,2024-01-19,2024,1,1,January,3,19,5,Friday,False,False,False,False
2024-01-20,2024-01-20,2024,1,1,January,3,20,6,Saturday,True,False,False,False
2024-01-21,2024-01-21,2024,1,1,January,3,21,7,Sunday,True,False,False,False
2024-01-22,2024-01-22,2024,1,1,January,4,22,1,Monday,False,False,False,False
2024-01-23,2024-01-23,2024,1,1,January,4,23,2,Tuesday,False,False,False,False
2024-01-24,2024-01-24,2024,1,1,January,4,24,3,Wednesday,False,False,False,False
2024-01-25,2024-01-25,2024,1,1,January,4,25,4,Thursday,False,False,False,False
2024-01-26,2024-01-26,2024,1,1,January,4,26,5,Friday,False,False,False,False
2024-01-27,2024-01-27,2024,1,1,January,4,27,6,Saturday,True,False,False,False
2024-01-28,2024-01-28,2024,1,1,January,4,28,7,Sunday,True,False,False,False
2024-01-29,2024-01-29,2024,1,1,January,5,29,1,Monday,False,False,False,False
2024-01-30,2024-01-30,2024,1,1,January,5,30,2,Tuesday,False,False,False,False
2024-01-31,2024-01-31,2024,1,1,January,5,31,3,Wednesday,False,True,False,False
2024-02-01,2024-02-01,2024,1,2,February,5,1,4,Thursday,False,False,False,False
2024-02-02,2024-02-02,2024,1,2,February,5,2,5,Friday,False,False,False,False
2024-02-03,2024-02-03,2024,1,2,February,5,3,6,Saturday,True,False,False,False
2024-02-04,2024-02-04,2024,1,2,February,5,4,7,Sunday,True,False,False,False
2024-02-05,2024-02-05,2024,1,2,February,6,5,1,Monday,False,False,False,False
2024-02-06,2024-02-06,2024,1,2,February,6,6,2,Tuesday,False,False,False,False
2024-02-07,2024-02-07,2024,1,2,February,6,7,3,Wednesday,False,False,False,False
2024-02-08,2024-02-08,2024,1,2,February,6,8,4,Thursday,False,False,False,False
2024-02-09,2024-02-09,2024,1,2,February,6,9,5,Friday,False,False,False,False
2024-02-10,2024-02-10,2024,1,2,February,6,10,6,Saturday,True,False,False,False
2024-02-11,2024-02-11,2024,1,2,February,6,11,7,Sunday,True,False,False,False
2024-02-12,2024-02-12,2024,1,2,February,7,12,1,Monday,False,False,False,False
2024-02-13,2024-02-13,2024,1,2,February,7,13,2,Tuesday,False,False,False,False
2024-02-14,2024-02-14,2024,1,2,February,7,14,3,Wednesday,False,False,False,False
2024-02-15,2024-02-15,2024,1,2,February,7,15,4,Thursday,False,False,False,False
2024-02-16,2024-02-16,2024,1,2,February,7,16,5,Friday,False,False,False,False
2024-02-17,2024-02-17,2024,1,2,February,7,17,6,Saturday,True,False,False,False
2024-02-18,2024-02-18,2024,1,2,February,7,18,7,Sunday,True,False,False,False
2024-02-19,2024-02-19,2024,1,2,February,8,19,1,Monday,False,False,False,False
2024-02-20,2024-02-20,2024,1,2,February,8,20,2,Tuesday,False,False,False,False
2024-02-21,2024-02-21,2024,1,2,February,8,21,3,Wednesday,False,False,False,False
2024-02-22,2024-02-22,2024,1,2,February,8,22,4,Thursday,False,False,False,False
2024-02-23,2024-02-23,2024,1,2,February,8,23,5,Friday,False,False,False,False
2024-02-24,2024-02-24,2024,1,2,February,8,24,6,Saturday,True,False,False,False
2024-02-25,2024-02-25,2024,1,2,February,8,25,7,Sunday,True,False,False,False
2024-02-26,2024-02-26,2024,1,2,February,9,26,1,Monday,False,False,False,False
2024-02-27,2024-02-27,2024,1,2,February,9,27,2,Tuesday,False,False,False,False
2024-02-28,2024-02-28,2024,1,2,February,9,28,3,Wednesday,False,False,False,False
2024-02-29,2024-02-29,2024,1,2,February,9,29,4,Thursday,False,True,False,False
2024-03-01,2024-03-01,2024,1,3,March,9,1,5,Friday,False,False,False,False
2024-03-02,2024-03-02,2024,1,3,March,9,2,6,Saturday,True,False,False,False
2024-03-03,2024-03-03,2024,1,3,March,9,3,7,Sunday,True,False,False,False
2024-03-04,2024-03-04,2024,1,3,March,10,4,1,Monday,False,False,False,False
2024-03-05,2024-03-05,2024,1,3,March,10,5,2,Tuesday,False,False,False,False
2024-03-06,2024-03-06,2024,1,3,March,10,6,3,Wednesday,False,False,False,False
2024-03-07,2024-03-07,2024,1,3,March,10,7,4,Thursday,False,False,False,False
2024-03-08,2024-03-08,2024,1,3,March,10,8,5,Friday,False,False,False,False
2024-03-09,2024-03-09,2024,1,3,March,10,9,6,Saturday,True,False,False,False
2024-03-10,2024-03-10,2024,1,3,March,10,10,7,Sunday,True,False,False,False
2024-03-11,2024-03-11,2024,1,3,March,11,11,1,Monday,False,False,False,False
2024-03-12,2024-03-12,2024,1,3,March,11,12,2,Tuesday,False,False,False,False
2024-03-13,2024-03-13,2024,1,3,March,11,13,3,Wednesday,False,False,False,False
2024-03-14,2024-03-14,2024,1,3,March,11,14,4,Thursday,False,False,False,False
2024-03-15,2024-03-15,2024,1,3,March,11,15,5,Friday,False,False,False,False
2024-03-16,2024-03-16,2024,1,3,March,11,16,6,Saturday,True,False,False,False
2024-03-17,2024-03-17,2024,1,3,March,11,17,7,Sunday,True,False,False,False
2024-03-18,2024-03-18,2024,1,3,March,12,18,1,Monday,False,False,False,False
2024-03-19,2024-03-19,2024,1,3,March,12,19,2,Tuesday,False,False,False,False
2024-03-20,2024-03-20,2024,1,3,March,12,20,3,Wednesday,False,False,False,False
2024-03-21,2024-03-21,2024,1,3,March,12,21,4,Thursday,False,False,False,False
2024-03-22,2024-03-22,2024,1,3,March,12,22,5,Friday,False,False,False,False
2024-03-23,2024-03-23,2024,1,3,March,12,23,6,Saturday,True,False,False,False
2024-03-24,2024-03-24,2024,1,3,March,12,24,7,Sunday,True,False,False,False
2024-03-25,2024-03-25,2024,1,3,March,13,25,1,Monday,False,False,False,False
2024-03-26,2024-03-26,2024,1,3,March,13,26,2,Tuesday,False,False,False,False
2024-03-27,2024-03-27,2024,1,3,March,13,27,3,Wednesday,False,False,False,False
2024-03-28,2024-03-28,2024,1,3,March,13,28,4,Thursday,False,False,False,False
2024-03-29,2024-03-29,2024,1,3,March,13,29,5,Friday,False,False,False,False
2024-03-30,2024-03-30,2024,1,3,March,13,30,6,Saturday,True,False,False,False
2024-03-31,2024-03-31,2024,1,3,March,13,31,7,Sunday,True,True,True,False
2024-04-01,2024-04-01,2024,2,4,April,14,1,1,Monday,False,False,False,False
2024-04-02,2024-04-02,2024,2,4,April,14,2,2,Tuesday,False,False,False,False
2024-04-03,2024-04-03,2024,2,4,April,14,3,3,Wednesday,False,False,False,False
2024-04-04,2024-04-04,2024,2,4,April,14,4,4,Thursday,False,False,False,False
2024-04-05,2024-04-05,2024,2,4,April,14,5,5,Friday,False,False,False,False
2024-04-06,2024-04-06,2024,2,4,April,14,6,6,Saturday,True,False,False,False
2024-04-07,2024-04-07,2024,2,4,April,14,7,7,Sunday,True,False,False,False
2024-04-08,2024-04-08,2024,2,4,April,15,8,1,Monday,False,False,False,False
2024-04-09,2024-04-09,2024,2,4,April,15,9,2,Tuesday,False,False,False,False
2024-04-10,2024-04-10,2024,2,4,April,15,10,3,Wednesday,False,False,False,False
2024-04-11,2024-04-11,2024,2,4,April,15,11,4,Thursday,False,False,False,False
2024-04-12,2024-04-12,2024,2,4,April,15,12,5,Friday,False,False,False,False
2024-04-13,2024-04-13,2024,2,4,April,15,13,6,Saturday,True,False,False,False
2024-04-14,2024-04-14,2024,2,4,April,15,14,7,Sunday,True,False,False,False
2024-04-15,2024-04-15,2024,2,4,April,16,15,1,Monday,False,False,False,False
2024-04-16,2024-04-16,2024,2,4,April,16,16,2,Tuesday,False,False,False,False
2024-04-17,2024-04-17,2024,2,4,April,16,17,3,Wednesday,False,False,False,False
2024-04-18,2024-04-18,2024,2,4,April,16,18,4,Thursday,False,False,False,False
2024-04-19,2024-04-19,2024,2,4,April,16,19,5,Friday,False,False,False,False
2024-04-20,2024-04-20,2024,2,4,April,16,20,6,Saturday,True,False,False,False
2024-04-21,2024-04-21,2024,2,4,April,16,21,7,Sunday,True,False,False,False
2024-04-22,2024-04-22,2024,2,4,April,17,22,1,Monday,False,False,False,False
2024-04-23,2024-04-23,2024,2,4,April,17,23,2,Tuesday,False,False,False,False
2024-04-24,2024-04-24,2024,2,4,April,17,24,3,Wednesday,False,False,False,False
2024-04-25,2024-04-25,2024,2,4,April,17,25,4,Thursday,False,False,False,False
2024-04-26,2024-04-26,2024,2,4,April,17,26,5,Friday,False,False,False,False
2024-04-27,2024-04-27,2024,2,4,April,17,27,6,Saturday,True,False,False,False
2024-04-28,2024-04-28,2024,2,4,April,17,28,7,Sunday,True,False,False,False
2024-04-29,2024-04-29,2024,2,4,April,18,29,1,Monday,False,False,False,False
2024-04-30,2024-04-30,2024,2,4,April,18,30,2,Tuesday,False,True,False,False
2024-05-01,2024-05-01,2024,2,5,May,18,1,3,Wednesday,False,False,False,False
2024-05-02,2024-05-02,2024,2,5,May,18,2,4,Thursday,False,False,False,False
2024-05-03,2024-05-03,2024,2,5,May,18,3,5,Friday,False,False,False,False
2024-05-04,2024-05-04,2024,2,5,May,18,4,6,Saturday,True,False,False,False
2024-05-05,2024-05-05,2024,2,5,May,18,5,7,Sunday,True,False,False,False
2024-05-06,2024-05-06,2024,2,5,May,19,6,1,Monday,False,False,False,False
2024-05-07,2024-05-07,2024,2,5,May,19,7,2,Tuesday,False,False,False,False
2024-05-08,2024-05-08,2024,2,5,May,19,8,3,Wednesday,False,False,False,False
2024-05-09,2024-05-09,2024,2,5,May,19,9,4,Thursday,False,False,False,False
2024-05-10,2024-05-10,2024,2,5,May,19,10,5,Friday,False,False,False,False
2024-05-11,2024-05-11,2024,2,5,May,19,11,6,Saturday,True,False,False,False
2024-05-12,2024-05-12,2024,2,5,May,19,12,7,Sunday,True,False,False,False
2024-05-13,2024-05-13,2024,2,5,May,20,13,1,Monday,False,False,False,False
2024-05-14,2024-05-14,2024,2,5,May,20,14,2,Tuesday,False,False,False,False
2024-05-15,2024-05-15,2024,2,5,May,20,15,3,Wednesday,False,False,False,False
2024-05-16,2024-05-16,2024,2,5,May,20,16,4,Thursday,False,False,False,False
2024-05-17,2024-05-17,2024,2,5,May,20,17,5,Friday,False,False,False,False
2024-05-18,2024-05-18,2024,2,5,May,20,18,6,Saturday,True,False,False,False
2024-05-19,2024-05-19,2024,2,5,May,20,19,7,Sunday,True,False,False,False
2024-05-20,2024-05-20,2024,2,5,May,21,20,1,Monday,False,False,False,False
2024-05-21,2024-05-21,2024,2,5,May,21,21,2,Tuesday,False,False,False,False
2024-05-22,2024-05-22,2024,2,5,May,21,22,3,Wednesday,False,False,False,False
2024-05-23,2024-05-23,2024,2,5,May,21,23,4,Thursday,False,False,False,False
2024-05-24,2024-05-24,2024,2,5,May,21,24,5,Friday,False,False,False,False
2024-05-25,2024-05-25,2024,2,5,May,21,25,6,Saturday,True,False,False,False
2024-05-26,2024-05-26,2024,2,5,May,21,26,7,Sunday,True,False,False,False
2024-05-27,2024-05-27,2024,2,5,May,22,27,1,Monday,False,False,False,False
2024-05-28,2024-05-28,2024,2,5,May,22,28,2,Tuesday,False,False,False,False
2024-05-29,2024-05-29,2024,2,5,May,22,29,3,Wednesday,False,False,False,False
2024-05-30,2024-05-30,2024,2,5,May,22,30,4,Thursday,False,False,False,False
2024-05-31,2024-05-31,2024,2,5,May,22,31,5,Friday,False,True,False,False
2024-06-01,2024-06-01,2024,2,6,June,22,1,6,Saturday,True,False,False,False
2024-06-02,2024-06-02,2024,2,6,June,22,2,7,Sunday,True,False,False,False
2024-06-03,2024-06-03,2024,2,6,June,23,3,1,Monday,False,False,False,False
2024-06-04,2024-06-04,2024,2,6,June,23,4,2,Tuesday,False,False,False,False
2024-06-05,2024-06-05,2024,2,6,June,23,5,3,Wednesday,False,False,False,False
2024-06-06,2024-06-06,2024,2,6,June,23,6,4,Thursday,False,False,False,False
2024-06-07,2024-06-07,2024,2,6,June,23,7,5,Friday,False,False,False,False
2024-06-08,2024-06-08,2024,2,6,June,23,8,6,Saturday,True,False,False,False
2024-06-09,2024-06-09,2024,2,6,June,23,9,7,Sunday,True,False,False,False
2024-06-10,2024-06-10,2024,2,6,June,24,10,1,Monday,False,False,False,False
2024-06-11,2024-06-11,2024,2,6,June,24,11,2,Tuesday,False,False,False,False
2024-06-12,2024-06-12,2024,2,6,June,24,12,3,Wednesday,False,False,False,False
2024-06-13,2024-06-13,2024,2,6,June,24,13,4,Thursday,False,False,False,False
2024-06-14,2024-06-14,2024,2,6,June,24,14,5,Friday,False,False,False,False
2024-06-15,2024-06-15,2024,2,6,June,24,15,6,Saturday,True,False,False,False
2024-06-16,2024-06-16,2024,2,6,June,24,16,7,Sunday,True,False,False,False
2024-06-17,2024-06-17,2024,2,6,June,25,17,1,Monday,False,False,False,False
2024-06-18,2024-06-18,2024,2,6,June,25,18,2,Tuesday,False,False,False,False
2024-06-19,2024-06-19,2024,2,6,June,25,19,3,Wednesday,False,False,False,False
2024-06-20,2024-06-20,2024,2,6,June,25,20,4,Thursday,False,False,False,False
2024-06-21,2024-06-21,2024,2,6,June,25,21,5,Friday,False,False,False,False
2024-06-22,2024-06-22,2024,2,6,June,25,22,6,Saturday,True,False,False,False
2024-06-23,2024-06-23,2024,2,6,June,25,23,7,Sunday,True,False,False,False
2024-06-24,2024-06-24,2024,2,6,June,26,24,1,Monday,False,False,False,False
2024-06-25,2024-06-25,2024,2,6,June,26,25,2,Tuesday,False,False,False,False
2024-06-26,2024-06-26,2024,2,6,June,26,26,3,Wednesday,False,False,False,False
2024-06-27,2024-06-27,2024,2,6,June,26,27,4,Thursday,False,False,False,False
2024-06-28,2024-06-28,2024,2,6,June,26,28,5,Friday,False,False,False,False
2024-06-29,2024-06-29,2024,2,6,June,26,29,6,Saturday,True,False,False,False
2024-06-30,2024-06-30,2024,2,6,June,26,30,7,Sunday,True,True,True,False
2024-07-01,2024-07-01,2024,3,7,July,27,1,1,Monday,False,False,False,False
2024-07-02,2024-07-02,2024,3,7,July,27,2,2,Tuesday,False,False,False,False
2024-07-03,2024-07-03,2024,3,7,July,27,3,3,Wednesday,False,False,False,False
2024-07-04,2024-07-04,2024,3,7,July,27,4,4,Thursday,False,False,False,False
2024-07-05,2024-07-05,2024,3,7,July,27,5,5,Friday,False,False,False,False
2024-07-06,2024-07-06,2024,3,7,July,27,6,6,Saturday,True,False,False,False
2024-07-07,2024-07-07,2024,3,7,July,27,7,7,Sunday,True,False,False,False
2024-07-08,2024-07-08,2024,3,7,July,28,8,1,Monday,False,False,False,False
2024-07-09,2024-07-09,2024,3,7,July,28,9,2,Tuesday,False,False,False,False
2024-07-10,2024-07-10,2024,3,7,July,28,10,3,Wednesday,False,False,False,False
2024-07-11,2024-07-11,2024,3,7,July,28,11,4,Thursday,False,False,False,False
2024-07-12,2024-07-12,2024,3,7,July,28,12,5,Friday,False,False,False,False
2024-07-13,2024-07-13,2024,3,7,July,28,13,6,Saturday,True,False,False,False
2024-07-14,2024-07-14,2024,3,7,July,28,14,7,Sunday,True,False,False,False
2024-07-15,2024-07-15,2024,3,7,July,29,15,1,Monday,False,False,False,False
2024-07-16,2024-07-16,2024,3,7,July,29,16,2,Tuesday,False,False,False,False
2024-07-17,2024-07-17,2024,3,7,July,29,17,3,Wednesday,False,False,False,False
2024-07-18,2024-07-18,2024,3,7,July,29,18,4,Thursday,False,False,False,False
2024-07-19,2024-07-19,2024,3,7,July,29,19,5,Friday,False,False,False,False
2024-07-20,2024-07-20,2024,3,7,July,29,20,6,Saturday,True,False,False,False
2024-07-21,2024-07-21,2024,3,7,July,29,21,7,Sunday,True,False,False,False
2024-07-22,2024-07-22,2024,3,7,July,30,22,1,Monday,False,False,False,False
2024-07-23,2024-07-23,2024,3,7,July,30,23,2,Tuesday,False,False,False,False
2024-07-24,2024-07-24,2024,3,7,July,30,24,3,Wednesday,False,False,False,False
2024-07-25,2024-07-25,2024,3,7,July,30,25,4,Thursday,False,False,False,False
2024-07-26,2024-07-26,2024,3,7,July,30,26,5,Friday,False,False,False,False
2024-07-27,2024-07-27,2024,3,7,July,30,27,6,Saturday,True,False,False,False
2024-07-28,2024-07-28,2024,3,7,July,30,28,7,Sunday,True,False,False,False
2024-07-29,2024-07-29,2024,3,7,July,31,29,1,Monday,False,False,False,False
2024-07-30,2024-07-30,2024,3,7,July,31,30,2,Tuesday,False,False,False,False
2024-07-31,2024-07-31,2024,3,7,July,31,31,3,Wednesday,False,True,False,False
2024-08-01,2024-08-01,2024,3,8,August,31,1,4,Thursday,False,False,False,False
2024-08-02,2024-08-02,2024,3,8,August,31,2,5,Friday,False,False,False,False
2024-08-03,2024-08-03,2024,3,8,August,31,3,6,Saturday,True,False,False,False
2024-08-04,2024-08-04,2024,3,8,August,31,4,7,Sunday,True,False,False,False
2024-08-05,2024-08-05,2024,3,8,August,32,5,1,Monday,False,False,False,False
2024-08-06,2024-08-06,2024,3,8,August,32,6,2,Tuesday,False,False,False,False
2024-08-07,2024-08-07,2024,3,8,August,32,7,3,Wednesday,False,False,False,False
2024-08-08,2024-08-08,2024,3,8,August,32,8,4,Thursday,False,False,False,False
2024-08-09,2024-08-09,2024,3,8,August,32,9,5,Friday,False,False,False,False
2024-08-10,2024-08-10,2024,3,8,August,32,10,6,Saturday,True,False,False,False
2024-08-11,2024-08-11,2024,3,8,August,32,11,7,Sunday,True,False,False,False
2024-08-12,2024-08-12,2024,3,8,August,33,12,1,Monday,False,False,False,False
2024-08-13,2024-08-13,2024,3,8,August,33,13,2,Tuesday,False,False,False,False
2024-08-14,2024-08-14,2024,3,8,August,33,14,3,Wednesday,False,False,False,False
2024-08-15,2024-08-15,2024,3,8,August,33,15,4,Thursday,False,False,False,False
